,release_year,genre
771,2015,"Action,Adventure,Indie,RPG,Simulation,Early Access"
772,2019,"Racing,Simulation,Sports"
773,nan,Strategy
774,2017,"RPG,Simulation,Strategy,Early Access"
775,2016,"Adventure,Casual,Indie,Early Access"
776,2018,"Action,Indie"
777,2016,"Action,Adventure"
778,2016,Action
779,2008,Strategy
780,2018,"Casual,Free to Play,Massively Multiplayer,Strategy"
781,2006,"Action,Strategy"
782,2013,"Adventure,Indie"
783,2019,Strategy
784,nan,Strategy
785,2008,"Action,Simulation,Strategy"
786,2014,"Indie,Simulation"
787,2018,"Adventure,Indie,Simulation,Strategy"
788,2017,Action
789,2017,"Action,Indie,Early Access"
790,2018,Action
791,2014,"Adventure,Indie,RPG,Strategy"
792,2012,"Indie,Strategy"
793,2019,"Adventure,RPG"
794,2018,"Adventure,Indie"
795,2017,"Action,Adventure,Indie,Strategy,Early Access"
796,2018,"Indie,Simulation,Early Access"
797,2016,"Action,Casual,Indie"
798,2015,"Indie,RPG,Simulation,Strategy"
799,2014,"Casual,Indie,Strategy"
800,2016,"Action,Adventure,Free to Play,Massively Multiplayer,RPG"
801,2015,"Action,Adventure"
802,2014,"Action,Adventure,Casual,Free to Play,RPG,Strategy"
803,2017,"Casual,Indie,Simulation"
804,2017,"RPG,Strategy"
805,2017,"Free to Play,RPG,Simulation"
806,2018,"Action,RPG"
807,nan,"Violent,Action,Strategy"
808,2017,"Adventure,Indie,Simulation,Strategy"
809,2017,"Indie,Simulation,Strategy,Early Access"
810,nan,"Indie,Simulation"
811,2008,Action
812,2018,"Adventure,RPG,Strategy"
813,nan,"Racing,Simulation,Indie"
814,2018,"Indie,RPG,Simulation,Strategy"
815,2012,"Free to Play,Massively Multiplayer,Strategy"
816,2016,"Casual,Indie,Simulation,Strategy"
817,2016,"Action,Adventure"
818,2019,"Adventure,Casual,Indie"
819,nan,"Action,Adventure"
820,2015,"Action,Adventure"
821,2015,"Action,Free to Play,Massively Multiplayer,Simulation,Strategy"
822,2019,"Adventure,Indie,RPG"
823,nan,"Adventure,Indie,Simulation"
824,2006,Strategy
825,2018,"Action,Indie,Massively Multiplayer,Simulation,Strategy"
826,2019,"Indie,Simulation,Strategy,Early Access"
827,2015,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy"
828,2019,"Indie,Simulation,Strategy"
829,nan,RPG
830,2016,"Action,Indie"
831,nan,"Indie,Simulation"
832,2019,"Action,Indie,Simulation,Strategy,Early Access"
833,2005,Action
834,2016,"Adventure,Indie,Simulation"
835,2009,Strategy
836,2018,"RPG,Strategy"
837,2009,RPG
838,2018,"Adventure,RPG,Simulation"
839,2012,Action
840,2018,"Action,Adventure,Indie,RPG"
841,2015,"Action,Adventure,Indie,Simulation,Early Access"
842,2016,Adventure
843,2018,"Action,Free to Play,Massively Multiplayer,RPG"
844,2018,"Action,Indie"
845,2018,"Casual,Indie,Simulation"
846,2017,"Action,Free to Play,Indie,RPG,Strategy"
847,nan,Utilities
848,nan,"Action,Simulation,Strategy"
849,nan,"Simulation,Strategy"
850,nan,Action
851,2017,Action
852,2016,"Casual,Indie"
853,2020,"Action,RPG"
854,2018,"Casual,Indie,Simulation"
855,nan,"Action,RPG"
856,2017,"Action,Free to Play,Indie"
857,2016,"Action,Indie"
858,2016,Action
859,2018,Video Production
860,2008,Strategy
861,2019,"Indie,Strategy"
862,2019,"Action,Adventure"
863,2015,"Action,Indie,Strategy"
864,2018,Action
865,2016,Adventure
866,2018,"Indie,Simulation,Strategy"
867,2011,Strategy
868,1994,Action
869,2017,"Action,Adventure,Indie,RPG,Strategy"
870,2015,"Sports,Strategy"
871,2018,"Action,Adventure,Indie,Simulation,Early Access"
872,nan,Action
873,2017,"Action,Racing,Simulation,Sports"
874,nan,"Indie,RPG,Adventure,Simulation,Strategy"
875,2017,"Action,Adventure,Casual"
876,2018,Casual
877,2013,"Action,Adventure,Indie,RPG"
878,2015,"Indie,Simulation,Strategy,Early Access"
879,2016,"Action,Indie,RPG"
880,2019,"Indie,Strategy"
881,2019,"Free to Play,Strategy"
882,2017,"Action,Adventure,Indie"
883,2016,Strategy
884,2015,RPG
885,2015,"Racing,Simulation,Sports"
886,2014,"Indie,Simulation"
887,2018,"Adventure,Indie"
888,2015,"Adventure,Indie,RPG"
889,2017,"Action,Adventure"
890,2015,"Casual,Free to Play,Indie"
891,2018,"Action,Adventure"
892,nan,"Action,Adventure,RPG"
893,2005,RPG
894,2016,"Adventure,Free to Play,Massively Multiplayer,RPG"
895,2016,"Action,Adventure,Indie"
896,2016,"Action,Indie,RPG"
897,2017,RPG
898,2019,"Action,Adventure,Indie,RPG"
899,nan,"Indie,Simulation,Sports,Casual"
900,2017,"Action,Adventure"
901,2016,RPG
902,2019,"Adventure,Indie,RPG,Early Access"
903,2016,"Casual,Indie,Simulation"
904,2017,"Action,Adventure,Casual,Simulation"
905,2017,"Adventure,Indie"
906,2014,"Adventure,RPG,Strategy"
907,2015,RPG
908,2019,Action
909,2013,"Indie,Simulation,Strategy"
910,nan,Action
911,2017,"Free to Play,Massively Multiplayer,RPG"
912,1990,Action
913,2018,"Adventure,Indie,Simulation,Strategy"
914,2005,Action
915,2017,"Adventure,Indie"
916,2014,RPG
917,2019,"Free to Play,Strategy,Early Access"
918,2018,"RPG,Strategy"
919,2018,"Action,Free to Play,RPG"
920,2018,"Simulation,Early Access"
921,nan,"Adventure,Indie,RPG"
922,2009,Action
923,2019,Action
924,2012,"Adventure,Indie,RPG"
925,2019,"Adventure,Casual,Indie"
926,2017,Action
927,2010,Racing
928,nan,Action
929,2015,"Indie,Simulation"
930,2019,"Action,Indie"
931,2015,"RPG,Strategy"
932,2015,Action
933,2015,"Adventure,Indie"
934,2016,Action
935,2019,"Casual,Free to Play,Indie,Simulation,Early Access"
936,2016,"Adventure,Indie"
937,2019,"Action,Adventure,Indie"
938,2019,"Indie,Simulation,Strategy"
939,2013,"Free to Play,Racing,Simulation,Sports"
940,2017,"Action,Adventure,RPG"
941,2016,"Adventure,Indie"
942,2016,"Indie,Simulation,Strategy"
943,2017,"Action,Adventure"
944,2018,"Action,Adventure,Casual"
945,2015,"Action,Indie,RPG"
946,2015,Strategy
947,2016,Action
948,2005,Strategy
949,2018,"Animation & Modeling,Audio Production,Utilities,Video Production"
950,2019,RPG
951,1998,RPG
952,nan,Simulation
953,nan,"Action,Adventure"
954,2018,"Indie,Simulation"
955,2007,Strategy
956,2011,"Action,Adventure,Indie,RPG"
957,2017,"Simulation,Sports"
958,2016,"Action,Adventure"
959,2018,"Action,Indie"
960,2016,"Action,Casual,Simulation,Sports"
961,2019,"Action,Early Access"
962,2017,"Free to Play,Massively Multiplayer,RPG"
963,2019,Adventure
964,2018,"Action,Adventure,Casual,Indie,RPG"
965,2019,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access"
966,2019,"Indie,Simulation,Strategy,Early Access"
967,2017,RPG
968,2019,"Adventure,Indie"
969,2018,"RPG,Early Access"
970,2014,"Simulation,Strategy"
971,2010,Strategy
972,2017,"Simulation,Sports"
973,2019,"Action,Indie"
974,2019,"Adventure,Casual,Indie"
975,2018,"Action,RPG"
976,2017,"Action,Adventure,Indie"
977,2014,"Indie,Simulation,Strategy"
978,2016,"Action,Adventure,Indie"
979,2014,Action
980,2016,"Simulation,Strategy"
981,2019,"Simulation,Strategy,Early Access"
982,nan,"Indie,RPG,Simulation"
983,2017,"Action,Indie"
984,2009,"Simulation,Strategy"
985,2015,"Action,Adventure"
986,2019,Indie
987,2018,"Animation & Modeling,Design & Illustration,Game Development"
988,2019,"Casual,Free to Play"
989,2017,"Action,Indie,Early Access"
990,2016,"Action,Free to Play,Strategy"
991,2009,"Action,Adventure"
992,2010,Action
993,2013,Massively Multiplayer
994,2019,"Adventure,Casual,Simulation"
995,2008,Action
996,2016,"Indie,Simulation,Strategy"
997,nan,Strategy
998,2018,"Adventure,Indie"
999,2010,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,Racing,RPG"
1000,2015,"Action,Indie,Simulation"
1001,2016,"Action,Adventure,Indie,Simulation,Early Access"
1002,2018,Utilities
1003,2016,"Action,Casual,Indie,Racing,RPG,Simulation,Strategy,Early Access"
1004,2018,Action
1005,2017,Action
1006,nan,Strategy
1007,2017,Utilities
1008,2018,Adventure
1009,2019,Simulation
1010,2018,"Action,Adventure,Indie,Simulation,Early Access"
1011,2017,Adventure
1012,2019,"Simulation,Early Access"
1013,2018,Action
1014,2015,"Adventure,Indie,RPG,Strategy"
1015,2019,"Action,Adventure,Casual,Indie,RPG,Simulation,Early Access"
1016,2019,"Action,Adventure,Indie,Strategy"
1017,2010,Action
1018,2014,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access"
1019,2011,"Action,Massively Multiplayer,Simulation"
1020,2017,"Free to Play,RPG"
1021,nan,"Action,Adventure,Indie,Massively Multiplayer,Early Access"
1022,2018,"Action,Adventure,Indie"
1023,2006,Strategy
1024,2015,"RPG,Strategy"
1025,2014,"Action,Strategy"
1026,2019,"Indie,Simulation,Strategy"
1027,2019,"Action,Adventure,Indie,RPG,Early Access"
1028,2016,"Action,Casual,Indie,Racing,Sports"
1029,nan,"Racing,Sports"
1030,2018,"Action,Indie,Simulation,Early Access"
1031,2015,Action
1032,2018,Strategy
1033,2018,"Adventure,RPG,Strategy"
1034,2015,"Indie,Simulation,Early Access"
1035,2012,"Adventure,Casual,Strategy"
1036,2014,RPG
1037,2017,"Action,Indie,Simulation,Early Access"
1038,2018,Action
1039,nan,Action
1040,2014,"RPG,Simulation,Strategy"
1041,nan,Action
1042,2015,"Action,Adventure,Indie,RPG"
1043,2017,Action
1044,2014,"Action,Adventure,RPG"
1045,2016,"Indie,Simulation,Strategy"
1046,2017,"Action,Indie"
1047,2016,"Action,Adventure"
1048,nan,"Simulation,Strategy"
1049,2016,"Adventure,Indie,RPG,Strategy"
1050,nan,"Action,Simulation,Strategy"
1051,2010,"Action,Adventure"
1052,2018,"Audio Production,Video Production"
1053,2019,"Indie,RPG,Strategy"
1054,2015,"Indie,Simulation,Strategy"
1055,2005,Action
1056,2016,"Free to Play,Indie,Strategy"
1057,2017,"Indie,Racing,Simulation"
1058,2019,"Action,Indie,RPG"
1059,2016,"Action,Adventure"
1060,2007,Strategy
1061,2015,"Casual,Indie,Simulation"
1062,2016,Strategy
1063,2018,"Action,RPG"
1064,2016,"Action,Indie,RPG"
1065,2017,"Action,Indie"
1066,nan,"Simulation,Strategy"
1067,2019,"Action,Casual,Indie"
1068,nan,"Strategy,RPG"
1069,2014,"Adventure,Casual,Indie,Racing,Simulation"
1070,2018,"Action,Adventure,Casual,Indie,Simulation"
1071,2016,"Simulation,Strategy"
1072,2017,"Indie,RPG,Strategy"
1073,2018,"Adventure,Indie,RPG"
1074,2019,"Action,Adventure,Indie,RPG"
1075,2019,RPG
1076,2013,"Action,Adventure"
1077,2017,Adventure
1078,2017,"Action,Casual,Indie,Strategy,Early Access"
1079,2015,"Adventure,Indie,RPG,Strategy,Early Access"
1080,2014,"Action,Adventure,Racing"
1081,2013,"Action,Indie,Strategy"
1082,2012,Action
1083,2010,"Action,Adventure,Indie"
1084,2017,"Free to Play,RPG,Strategy"
1085,2014,"Action,Casual,Free to Play,Massively Multiplayer"
1086,2019,"Action,Adventure"
1087,2018,"Action,Indie,RPG,Strategy"
1088,2018,"Casual,Free to Play,Indie,RPG,Simulation"
1089,2019,"Action,Indie,Early Access"
1090,2017,"Action,Free to Play"
1091,2018,"Adventure,Indie,Massively Multiplayer,Simulation,Early Access"
1092,2018,"Action,Indie,Simulation"
1093,2018,"Action,Indie,Early Access"
1094,2014,"Action,Adventure,Indie,Massively Multiplayer,RPG"
1095,2019,"Action,Racing,Sports"
1096,nan,Strategy
1097,2018,"Action,Adventure,Indie"
1098,2011,"Free to Play,Massively Multiplayer,RPG"
1099,2018,"Indie,Simulation"
1100,nan,"Action,Early Access"
1101,2013,Indie
1102,nan,"Violent,Gore,Adventure"
1103,2019,"Action,Adventure,RPG"
1104,2015,"Adventure,Casual,Indie,Simulation,Strategy"
1105,nan,"Action,Indie"
1106,2017,"Action,Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG,Simulation"
1107,2017,"Action,Adventure,Indie"
1108,nan,"Casual,Indie,Strategy"
1109,2018,"Casual,Free to Play,Indie,Simulation"
1110,2018,"Indie,Massively Multiplayer,Simulation"
1111,1994,"Adventure,Casual"
1112,2018,"Casual,Strategy"
1113,2017,Simulation
1114,2016,"Animation & Modeling,Design & Illustration"
1115,2014,Action
1116,nan,Action
1117,2009,"Action,Adventure"
1118,2019,"Action,Casual,Indie,Sports"
1119,2019,"Adventure,Indie,RPG,Strategy"
1120,2016,"Indie,Simulation"
1121,nan,Action
1122,2017,RPG
1123,2019,"Adventure,Indie"
1124,2017,"Adventure,Casual,Indie"
1125,2004,Action
1126,2019,"Action,Adventure,Indie"
1127,2012,Action
1128,2010,"Action,Adventure"
1129,2009,Strategy
1130,2014,"Indie,Strategy"
1131,2015,"Action,Indie"
1132,2016,"Action,Adventure"
1133,2010,Action
1134,2018,"Action,Adventure,RPG"
1135,2003,"Action,Adventure,Indie"
1136,2017,"Action,Adventure,Free to Play,Massively Multiplayer"
1137,2019,"Simulation,Strategy"
1138,nan,"Indie,Simulation,Racing,Action,Adventure"
1139,2019,"Action,Casual,Indie"
1140,2014,"Adventure,Indie,RPG,Strategy"
1141,2000,Action
1142,2016,Simulation
1143,2009,"Action,Adventure,Free to Play,Massively Multiplayer,RPG"
1144,2018,"RPG,Strategy"
1145,2014,"Action,Adventure,Indie"
1146,2018,"Action,Indie,Strategy,Early Access"
1147,2011,"Action,Adventure,RPG"
1148,nan,Adventure
1149,2018,RPG
1150,2016,"Indie,Simulation,Strategy"
1151,2019,"Indie,RPG"
1152,2002,"Simulation,Strategy"
1153,2016,"Audio Production,Utilities"
1154,2011,"Action,Adventure"
1155,nan,"Indie,Simulation"
1156,1999,"Action,Racing"
1157,2009,Action
1158,2018,"Action,Early Access"
1159,2008,RPG
1160,2012,Action
1161,2018,"Action,Adventure,Indie,RPG"
1162,2019,"Action,Indie"
1163,2017,"Action,RPG"
1164,2018,"Casual,Free to Play,Strategy,Early Access"
1165,2018,"Casual,Indie,Simulation,Strategy"
1166,2018,Simulation
1167,2017,"Casual,Indie,Simulation,Strategy,Early Access"
1168,2013,"Action,RPG"
1169,2017,Indie
1170,2018,"Action,Indie,Simulation,Strategy"
1171,2014,"Action,Adventure"
1172,2013,"Action,Free to Play,Massively Multiplayer,Simulation"
1173,2011,Action
1174,nan,"RPG,Strategy"
1175,nan,"Indie,Simulation"
1176,2017,"Indie,Simulation"
1177,2018,"Indie,Simulation,Strategy"
1178,2013,"Action,Adventure"
1179,2018,"Simulation,Early Access"
1180,2009,Strategy
1181,nan,Strategy
1182,2019,"Indie,Strategy"
1183,2012,"Action,Indie,Strategy"
1184,2015,"Adventure,Casual"
1185,2015,"Action,Adventure,Casual,Indie"
1186,nan,"Action,Indie,Simulation,Racing,Sports"
1187,2015,"Action,Indie,Early Access"
1188,nan,"Action,Adventure"
1189,2014,"Adventure,Indie"
1190,2016,Action
1191,2016,"Action,Strategy"
1192,2017,"Action,Indie"
1193,2019,"Indie,RPG,Simulation"
1194,2017,"Casual,Indie"
1195,2012,"Action,Indie,Strategy"
1196,2016,"Indie,Simulation,Strategy"
1197,2018,"Action,Indie,Simulation"
1198,2017,Adventure
1199,2019,"Indie,Simulation,Strategy"
1200,2008,Action
1201,2003,Action
1202,2013,"Action,Indie"
1203,2017,"Action,Indie,Racing,Simulation"
1204,2018,"Action,Adventure,Indie,Racing,Simulation,Early Access"
1205,2016,"Racing,Simulation,Early Access"
1206,nan,"RPG,Strategy"
1207,nan,"Violent,Action"
1208,nan,"Action,Free to Play"
1209,nan,"Adventure,Indie,RPG,Simulation"
1210,2018,"Action,Indie,RPG,Strategy,Early Access"
1211,2018,"Action,Adventure,Casual,Massively Multiplayer"
1212,nan,"Indie,Strategy"
1213,2018,"Action,Free to Play,Indie,Simulation,Strategy"
1214,2009,"Free to Play,Massively Multiplayer,RPG"
1215,2014,RPG
1216,2018,Racing
1217,2015,"Action,Adventure"
1218,2005,"Action,Adventure,RPG"
1219,2019,"Massively Multiplayer,RPG,Strategy"
1220,nan,"RPG,Simulation,Strategy"
1221,2017,"Indie,Simulation"
1222,2013,"Action,Indie,RPG"
1223,2018,"Indie,Strategy"
1224,2017,"RPG,Simulation,Early Access"
1225,2015,"Adventure,Casual,Free to Play,Indie,RPG,Simulation,Strategy"
1226,2016,"Action,Adventure,Indie"
1227,2019,"Action,Adventure,Indie"
1228,2006,Casual
1229,2018,Strategy
1230,2014,"Indie,Simulation,Strategy"
1231,2019,"Indie,Strategy"
1232,2019,"Action,Adventure,Massively Multiplayer,Early Access"
1233,2019,"Action,Adventure,Indie"
1234,2014,"Indie,RPG,Simulation,Strategy"
1235,2019,"Adventure,Casual,Indie,Simulation,Early Access"
1236,2019,"Casual,Indie,RPG,Simulation,Strategy,Early Access"
1237,2018,"Racing,Simulation,Sports"
1238,2009,Action
1239,2018,RPG
1240,2018,"Indie,Simulation,Strategy,Early Access"
1241,2009,Adventure
1242,2018,"Adventure,Casual,Strategy,Early Access"
1243,2017,Utilities
1244,2018,"Adventure,Indie,RPG"
1245,2017,"Adventure,Casual,Indie,RPG,Simulation"
1246,nan,Action
1247,2014,"Action,Indie"
1248,2013,Action
1249,2019,"Action,Adventure,Indie,Simulation,Early Access"
1250,2017,"Adventure,Indie,Massively Multiplayer,RPG,Strategy"
1251,2012,"Action,Adventure"
1252,2019,"Adventure,Casual"
1253,nan,"Simulation,Strategy"
1254,2009,"Action,Adventure,Indie"
1255,2014,"Casual,Strategy"
1256,2017,"Action,Adventure"
1257,2015,"Casual,Indie"
1258,2018,"Action,Adventure,Free to Play,Indie,RPG,Simulation"
1259,2008,"Indie,Strategy"
1260,2018,Indie
1261,2017,"Action,Indie"
1262,2015,RPG
1263,2015,"Indie,RPG,Simulation"
1264,2015,"Action,Indie,Simulation,Early Access"
1265,2001,RPG
1266,2018,"Casual,Free to Play,Simulation,Early Access"
1267,2017,"Adventure,Indie,RPG,Simulation,Early Access"
1268,2017,"Adventure,Indie,RPG"
1269,2019,"Racing,Simulation,Sports"
1270,2009,Strategy
1271,2019,"Indie,Simulation,Strategy"
1272,nan,"Indie,RPG,Strategy"
1273,2004,Action
1274,2017,"Indie,RPG,Strategy"
1275,2019,"Adventure,Indie"
1276,2015,"Action,Adventure"
1277,nan,Action
1278,2019,"Adventure,Indie"
1279,2015,"RPG,Strategy"
1280,2018,"Adventure,Indie,RPG"
1281,2017,"Simulation,Strategy"
1282,2011,Strategy
1283,2016,Sports
1284,2017,"Action,Indie,Racing,Strategy"
1285,2019,"Action,Indie,Simulation,Early Access"
1286,nan,"RPG,Strategy"
1287,2017,"Simulation,Strategy"
1288,2008,"Action,RPG"
1289,2013,Simulation
1290,2016,"Adventure,Indie,RPG,Strategy,Early Access"
1291,nan,"RPG,Simulation,Strategy"
1292,2017,Strategy
1293,2017,"Free to Play,Massively Multiplayer,RPG"
1294,2012,Action
1295,2015,"Action,Adventure,Indie,RPG,Early Access"
1296,2018,"Casual,Indie,Strategy"
1297,2013,"Indie,RPG,Strategy"
1298,2018,RPG
1299,2019,"Action,Adventure,Casual,Racing"
1300,2019,"Action,Casual,Indie,RPG"
1301,2017,"Action,Indie"
1302,2016,"Action,Adventure,Indie,Simulation"
1303,2010,Action
1304,2017,"Action,Indie,Simulation,Strategy,Early Access"
1305,2017,"Audio Production,Utilities,Video Production"
1306,2011,"Action,Adventure"
1307,2015,"Casual,Indie,Simulation"
1308,nan,"Audio Production,Utilities,Video Production"
1309,2014,"Free to Play,Indie,Simulation"
1310,nan,"Adventure,RPG,Simulation"
1311,2018,"Action,Adventure,Indie,Simulation,Strategy,Early Access"
1312,2019,"Indie,RPG,Strategy"
1313,2017,"Action,Indie,Simulation,Early Access"
1314,2016,"Action,Indie"
1315,2014,"Action,Indie,Sports"
1316,2016,"Adventure,Indie,Simulation,Strategy"
1317,2019,Casual
1318,2003,Action
1319,2017,"Casual,Indie,Simulation"
1320,2006,Strategy
1321,2009,"Simulation,Strategy"
1322,2018,"Racing,Simulation,Sports"
1323,2003,Action
1324,2011,"Action,Indie,RPG"
1325,2015,Action
1326,2018,"Indie,Racing,Simulation,Sports,Early Access"
1327,nan,"RPG,Nudity,Violent"
1328,2017,"Action,Adventure,Indie,RPG,Early Access"
1329,2010,"Action,Adventure"
1330,2017,"Adventure,RPG"
1331,2016,"Action,Adventure,Indie,RPG,Early Access"
1332,2018,"Indie,Simulation,Strategy"
1333,2018,"Adventure,Indie,RPG,Strategy"
1334,2018,"Adventure,Casual,Indie"
1335,2017,"Action,Adventure,Casual,Sports,Strategy,Early Access"
1336,2016,Adventure
1337,2015,"Indie,RPG,Simulation,Strategy"
1338,2014,Adventure
1339,nan,"Adventure,Indie,RPG"
1340,2019,"Indie,Simulation,Early Access"
1341,2018,"Action,Casual,Indie"
1342,2016,"Action,Adventure"
1343,2005,Action
1344,2019,Adventure
1345,2012,"Action,Adventure,Indie"
1346,nan,"Indie,Strategy,Action,Adventure"
1347,2014,"Action,Indie,Strategy"
1348,2016,"Indie,Strategy"
1349,2017,Adventure
1350,2017,"Indie,RPG,Simulation,Strategy"
1351,2016,"Casual,Indie,Simulation,Strategy"
1352,2018,"Adventure,Casual,Indie"
1353,2015,Simulation
1354,2018,"Adventure,Indie,RPG"
1355,2011,"Action,Adventure,Indie"
1356,2015,"Adventure,Casual,Simulation"
1357,2016,"Action,Adventure,Indie"
1358,2011,"Action,Indie"
1359,2007,Action
1360,2019,"Free to Play,Simulation,Strategy"
1361,2018,"Action,Adventure,Indie,Simulation,Early Access"
1362,2016,Adventure
1363,2018,"Action,Indie,Strategy"
1364,2019,"Action,Adventure,Indie,Massively Multiplayer,Simulation,Strategy"
1365,2018,"Adventure,Casual,Indie,RPG,Simulation"
1366,2014,"Adventure,Free to Play,Massively Multiplayer,RPG"
1367,2017,"Action,Indie,RPG,Early Access"
1368,2018,"Action,Indie"
1369,2001,Action
1370,2019,Simulation
1371,2015,"Adventure,Indie,RPG,Strategy"
